pl_name,hostname,st_mass,pl_bmassj,pl_massj,pl_orbsmax,pl_orbeccen,sy_snum,sy_pnum,pl_orbper,planet_mass_jup,planet_solar_mass,star_solar_mass,ecc,sma
bet Pic b,bet Pic,1.795,11.729,11.729,10.018,0.106,1,2,8617.50952,11.729,0.011201194999999999,1.795,0.106,10.018
PDS 70 c,PDS 70,0.76,2.0,2.0,34.0,0.11,1,2,,2.0,0.00191,0.76,0.11,34.0
HD 202772 A b,HD 202772 A,1.72,1.017,1.017,0.05208,0.038,2,1,3.308958,1.017,0.0009712349999999999,1.72,0.038,0.05208
GJ 876 e,GJ 876,0.32,0.046,0.046,0.3343,0.055,1,4,124.26,0.046,4.393e-05,0.32,0.055,0.3343
CoRoT-20 b,CoRoT-20,1.14,4.3,4.3,0.09,0.59,1,2,9.24285,4.3,0.0041065,1.14,0.59,0.09
HD 63433 c,HD 63433,1.001,0.05411725,0.0541172520176902,0.146,0.0,1,3,20.543847,0.05411725,5.168197375e-05,1.001,0.0,0.146
NGTS-25 b,NGTS-25,0.91,0.639,0.639,0.0388,0.0,1,1,2.823093,0.639,0.000610245,0.91,0.0,0.0388
TOI-1064 c,TOI-1064,0.748,0.00786588,0.00786587965373403,0.09429,0.088,1,2,12.226574,0.00786588,7.511915400000001e-06,0.748,0.088,0.09429
HD 125612 b,HD 125612,1.05,2.974,,1.349,0.446,2,3,557.69994,2.974,0.0028401700000000004,1.05,0.446,1.349
K2-111 c,K2-111,0.84,0.03486158,,0.11569,0.071,1,2,15.6805,0.03486158,3.32928089e-05,0.84,0.071,0.11569
HD 205739 b,HD 205739,1.22,1.37,,0.896,0.27,1,1,279.8,1.37,0.0013083500000000002,1.22,0.27,0.896
HD 20868 b,HD 20868,0.39,1.25,,0.95,0.75,1,1,380.85001,1.25,0.00119375,0.39,0.75,0.95
HD 211810 b,HD 211810,1.03,0.67,,2.656,0.68,1,1,1558.0,0.67,0.0006398500000000001,1.03,0.68,2.656
Kepler-1293 b,Kepler-1293,1.18,0.00274,,0.06763,0.0,1,1,5.57654784,0.00274,2.6167e-06,1.18,0.0,0.06763
Kepler-382 c,Kepler-382,1.002,0.00993,,0.097,0.0,1,2,12.162701,0.00993,9.483149999999999e-06,1.002,0.0,0.097
Kepler-364 b,Kepler-364,1.076,0.00951,,0.178,0.0,1,2,25.745718,0.00951,9.082049999999999e-06,1.076,0.0,0.178
TOI-3919 b,TOI-3919,1.208,3.88,3.88,0.0795,0.259,1,1,7.433234,3.88,0.0037053999999999998,1.208,0.259,0.0795
KIC 9663113 b,KIC 9663113,0.98,0.0603,,1.55346,0.0,1,2,572.3847,0.0603,5.75865e-05,0.98,0.0,1.55346
Kepler-104 c,Kepler-104,0.818,0.02247458,,0.153,0.0,2,3,23.668205,0.02247458,2.1463223900000002e-05,0.818,0.0,0.153
Kepler-1046 b,Kepler-1046,1.04,0.0112,,0.11858,0.0,1,1,14.37508035,0.0112,1.0696e-05,1.04,0.0,0.11858
Kepler-1385 b,Kepler-1385,1.15,0.00171,,0.04262,0.0,1,1,2.88879862,0.00171,1.63305e-06,1.15,0.0,0.04262
Kepler-1304 b,Kepler-1304,0.85,0.0184,,0.1202,0.0,1,1,16.1288853,0.0184,1.7572e-05,0.85,0.0,0.1202
4 UMa b,4 UMa,1.234,7.902,,0.877,0.453,1,1,270.27,7.902,0.00754641,1.234,0.453,0.877
HD 21411 b,HD 21411,0.89,0.20734355,,0.362,0.4,1,1,84.288,0.20734355,0.00019801309025,0.89,0.4,0.362
TOI-3837 b,TOI-3837,0.89,0.59,0.59,0.099,0.221,1,1,11.88865,0.59,0.00056345,0.89,0.221,0.099
TOI-561 d,TOI-561,0.806,0.04194087,0.0419408703137099,0.1587,0.111,1,4,25.71268,0.04194087,4.0053530849999996e-05,0.806,0.111,0.1587
HD 73526 c,HD 73526,1.014,2.25,,1.03,0.28,1,2,379.1,2.25,0.00214875,1.014,0.28,1.03
HD 73534 b,HD 73534,1.16,1.112,,2.99,0.126,1,1,1750.0,1.112,0.00106196,1.16,0.126,2.99
GJ 411 b,GJ 411,0.3899,0.00846369,,0.07879,0.063,1,2,12.9394,0.00846369,8.08282395e-06,0.3899,0.063,0.07879
GJ 687 b,GJ 687,0.4,0.05411698,,0.163,0.17,1,2,38.142,0.05411698,5.16817159e-05,0.4,0.17,0.163
GJ 887 b,GJ 887,0.489,0.01321461,,0.068,0.0,1,2,9.262,0.01321461,1.261995255e-05,0.489,0.0,0.068
HD 64114 b,HD 64114,0.95,0.05600478,,0.246,0.12,1,1,45.791,0.05600478,5.34845649e-05,0.95,0.12,0.246
HD 220842 b,HD 220842,1.13,3.18,,0.74,0.404,2,1,218.47,3.18,0.0030369000000000004,1.13,0.404,0.74
HD 221585 b,HD 221585,1.19,1.61,,2.306,0.123,1,1,1173.0,1.61,0.0015375500000000002,1.19,0.123,2.306
HD 238914 b,HD 238914,1.47,6.0,,5.7,0.56,1,1,4100.0,6.0,0.00573,1.47,0.56,5.7
HD 73267 c,HD 73267,0.93,5.131,5.131,12.688,0.089,1,2,17071.78045,5.131,0.004900105,0.93,0.089,12.688
HD 20781 b,HD 20781,0.7,0.0061,,0.0529,0.1,2,5,5.3135,0.0061,5.8255e-06,0.7,0.1,0.0529
HD 67087 c,HD 67087,1.36,4.85,,3.86,0.76,1,2,2374.0,4.85,0.00463175,1.36,0.76,3.86
HD 65216 c,HD 65216,0.874,2.03,,5.75,0.17,3,2,5370.0,2.03,0.0019386499999999999,0.874,0.17,5.75
HD 290327 b,HD 290327,0.84,2.43,,3.43,0.08,1,1,2443.0,2.43,0.00232065,0.84,0.08,3.43
HD 151450 b,HD 151450,1.14,0.121,,0.16,0.496,1,2,21.89288,0.121,0.000115555,1.14,0.496,0.16
HD 4313 b,HD 4313,1.63,1.927,,1.157,0.147,1,1,356.21,1.927,0.001840285,1.63,0.147,1.157
HD 330075 b,HD 330075,0.47,0.48,,0.04,0.0,1,1,3.38773,0.48,0.0004584,0.47,0.0,0.04
HD 31253 b,HD 31253,1.7,0.62,,1.26,0.3,1,1,466.0,0.62,0.0005921,1.7,0.3,1.26
HD 31527 b,HD 31527,0.96,0.0329,,0.1254,0.1,1,3,16.5535,0.0329,3.14195e-05,0.96,0.1,0.1254
HD 206893 b,HD 206893,1.32,28.0,28.0,9.6,0.14,1,2,9350.0,28.0,0.02674,1.32,0.14,9.6
KELT-20 b,KELT-20,1.76,3.382,3.382,0.0542,0.0,1,1,3.4741085,3.382,0.00322981,1.76,0.0,0.0542
K2-122 b,K2-122,0.63,0.00521,,0.0373,0.21,2,1,2.2193023,0.00521,4.97555e-06,0.63,0.21,0.0373
Kepler-1239 b,Kepler-1239,1.4,0.0275,,0.0625,0.0,1,1,5.19104016,0.0275,2.62625e-05,1.4,0.0,0.0625
TOI-5232 b,TOI-5232,1.389,2.34,2.34,0.05593,0.035,1,1,4.0966692,2.34,0.0022347,1.389,0.035,0.05593
HD 40307 b,HD 40307,0.77,0.0126,,0.0468,0.2,1,5,4.3123,0.0126,1.2033e-05,0.77,0.2,0.0468
HIP 54597 b,HIP 54597,0.8,2.4,2.4,4.0,0.03,1,1,3274.0,2.4,0.0022919999999999998,0.8,0.03,4.0
TOI-559 b,TOI-559,1.026,6.01,6.01,0.0723,0.151,1,1,6.9839095,6.01,0.0057395499999999995,1.026,0.151,0.0723
HD 134606 d,HD 134606,1.046,0.14095656,,1.941,0.092,1,5,966.5,0.14095656,0.0001346135148,1.046,0.092,1.941
HD 12661 b,HD 12661,1.2,2.43,,0.84,0.38,1,2,262.70862,2.43,0.00232065,1.2,0.38,0.84
HD 4203 b,HD 4203,1.25,2.23,,1.17,0.52,1,2,431.88,2.23,0.00212965,1.25,0.52,1.17
CoRoT-13 b,CoRoT-13,1.09,1.308,1.308,0.051,0.0,1,1,4.03519,1.308,0.0012491400000000001,1.09,0.0,0.051
HD 122562 c,HD 122562,1.241,0.23,,0.406,0.228,1,1,84.96276,0.23,0.00021965,1.241,0.228,0.406
HD 49674 b,HD 49674,1.03,0.1,,0.06,0.09,1,1,4.94737,0.1,9.55e-05,1.03,0.09,0.06
30 Ari B b,30 Ari B,1.93,13.82,,0.99,0.29,4,1,335.10001,13.82,0.0131981,1.93,0.29,0.99
HD 62509 b,HD 62509,2.0,2.3,,1.64,0.02,1,1,589.64,2.3,0.0021964999999999997,2.0,0.02,1.64
HD 208527 b,HD 208527,1.6,9.9,,2.1,0.08,1,1,875.5,9.9,0.009454500000000001,1.6,0.08,2.1
HD 167768 b,HD 167768,1.08,0.85,,0.1512,0.149,1,1,20.6532,0.85,0.00081175,1.08,0.149,0.1512
rho CrB d,rho CrB,0.95,0.0679612,,0.827,0.0,1,4,282.2,0.0679612,6.4902946e-05,0.95,0.0,0.827
TOI-3362 b,TOI-3362,1.445,5.029,5.029,0.153,0.815,1,1,18.09547,5.029,0.004802695,1.445,0.815,0.153
47 UMa c,47 UMa,1.06,0.54,,3.6,0.098,1,3,2391.0,0.54,0.0005157,1.06,0.098,3.6
BD-11 4672 b,BD-11 4672,0.651,0.65,,2.36,0.05,1,2,1634.0,0.65,0.00062075,0.651,0.05,2.36
HATS-44 b,HATS-44,0.86,0.56,0.56,0.03649,0.279,1,1,2.7439004,0.56,0.0005348000000000001,0.86,0.279,0.03649
rho CrB b,rho CrB,0.95,1.093,,0.2245,0.038,1,4,39.8438,1.093,0.001043815,0.95,0.038,0.2245
HD 7199 b,HD 7199,0.77,0.27,,1.36,0.19,1,1,615.0,0.27,0.00025785,0.77,0.19,1.36
HD 79498 b,HD 79498,1.08,1.34,,2.98,0.575,2,1,1807.0,1.34,0.0012797000000000002,1.08,0.575,2.98
Kepler-1096 b,Kepler-1096,0.66,0.00651,,0.034,0.0,1,1,2.892217506,0.00651,6.21705e-06,0.66,0.0,0.034
Kepler-1095 b,Kepler-1095,0.94,0.00606,,0.0514,0.0,1,1,4.27103091,0.00606,5.7873000000000005e-06,0.94,0.0,0.0514
6 Lyn b,6 Lyn,1.32,1.881,,2.028,0.042,1,1,919.86,1.881,0.0017963550000000001,1.32,0.042,2.028
HD 77338 b,HD 77338,1.37,0.05,0.05,0.06,0.09,1,1,5.7361,0.05,4.775e-05,1.37,0.09,0.06
GJ 3021 b,GJ 3021,0.9,3.37,,0.49,0.511,2,1,133.71,3.37,0.00321835,0.9,0.511,0.49
GJ 3634 b,GJ 3634,0.45,0.026,0.026,0.0287,0.08,1,1,2.64561,0.026,2.4829999999999998e-05,0.45,0.08,0.0287
GJ 674 b,GJ 674,0.35,0.035,,0.039,0.2,1,1,4.6938,0.035,3.3425000000000006e-05,0.35,0.2,0.039
HD 37605 c,HD 37605,0.94,3.19,,3.74,0.03,1,2,2720.0,3.19,0.00304645,0.94,0.03,3.74
HD 142 b,HD 142,1.21,7.1,7.1,1.039,0.158,2,3,351.43394,7.1,0.0067805,1.21,0.158,1.039
HD 142 A d,HD 142,1.21,0.26,,0.474,0.13,2,3,108.45299,0.26,0.0002483,1.21,0.13,0.474
HD 175167 b,HD 175167,1.09,14.8,14.8,2.4,0.51,1,1,1175.0,14.8,0.014134,1.09,0.51,2.4
HD 189567 b,HD 189567,0.83,0.02674399,,0.111,0.189,1,2,14.288,0.02674399,2.554051045e-05,0.83,0.189,0.111
HD 96700 c,HD 96700,0.89,0.01101223,,0.141,0.293,1,3,19.88,0.01101223,1.051667965e-05,0.89,0.293,0.141
K2-83 c,K2-83,0.484,0.00882,,0.07131,0.06,1,2,9.99767,0.00882,8.423099999999999e-06,0.484,0.06,0.07131
HD 155918 c,HD 155918,1.03,5.909,5.909,13.183,0.071,1,2,17202.19446,5.909,0.005643095,1.03,0.071,13.183
HD 190647 b,HD 190647,1.069,1.985,,2.231,0.224,1,1,1176.45,1.985,0.001895675,1.069,0.224,2.231
BD+15 2940 b,BD+15 2940,1.1,1.11,,0.539,0.26,1,1,137.48,1.11,0.00106005,1.1,0.26,0.539
Kepler-123 b,Kepler-123,1.079,0.174,0.174,0.135,0.0,1,2,17.232366,0.174,0.00016617,1.079,0.0,0.135
HD 200964 c,HD 200964,1.39,1.214,,1.96,0.243,1,2,852.5,1.214,0.00115937,1.39,0.243,1.96
HD 206610 b,HD 206610,1.55,2.036,,1.74,0.1,1,1,673.2,2.036,0.0019443800000000001,1.55,0.1,1.74
8 UMi b,8 UMi,1.44,1.31,,0.49,0.06,1,1,93.4,1.31,0.00125105,1.44,0.06,0.49
HD 111232 b,HD 111232,0.96,7.965,7.965,2.148,0.214,1,2,1169.13202,7.965,0.007606575,0.96,0.214,2.148
GJ 1214 b,GJ 1214,0.182,0.02646082,0.0264608191551613,0.01505,0.0062,1,1,1.580404531,0.02646082,2.52700831e-05,0.182,0.0062,0.01505
HATS-54 b,HATS-54,1.05,0.753,0.753,0.037,0.0,1,1,2.5441765,0.753,0.000719115,1.05,0.0,0.037
Kepler-276 b,Kepler-276,0.845,2.3006408,2.30064079829088,0.119,0.0,1,3,14.12841,2.3006408,0.002197111964,0.845,0.0,0.119
Kepler-51 b,Kepler-51,1.04,0.007,0.007,0.2514,0.04,1,4,45.154,0.007,6.685e-06,1.04,0.04,0.2514
Kepler-810 b,Kepler-810,1.03,0.0138,,0.055,0.0,1,1,4.59725385,0.0138,1.3179e-05,1.03,0.0,0.055
Kepler-1061 b,Kepler-1061,1.09,0.0144,,0.0388,0.0,1,1,2.757982666,0.0144,1.3752e-05,1.09,0.0,0.0388
Kepler-1544 b,Kepler-1544,0.81,0.012,,0.54465,0.0,1,1,168.811174,0.012,1.146e-05,0.81,0.0,0.54465
Kepler-160 b,Kepler-160,1.003,0.0113,,0.05511,0.0,1,3,4.309397,0.0113,1.07915e-05,1.003,0.0,0.05511
HD 100655 b,HD 100655,2.28,1.61,,0.68,0.09,2,1,157.57001,1.61,0.0015375500000000002,2.28,0.09,0.68
HD 210277 b,HD 210277,1.01,1.29,,1.13,0.48,1,1,442.19,1.29,0.00123195,1.01,0.48,1.13
HD 21693 b,HD 21693,0.8,0.0259,,0.1455,0.12,1,2,22.6786,0.0259,2.47345e-05,0.8,0.12,0.1455
HD 10180 f,HD 10180,1.06,0.0752,,0.4929,0.119,1,6,122.744,0.0752,7.1816e-05,1.06,0.119,0.4929
HD 10180 g,HD 10180,1.06,0.0673,,1.427,0.263,1,6,604.67,0.0673,6.42715e-05,1.06,0.263,1.427
HD 11506 b,HD 11506,1.22,4.88,4.88,2.885,0.379,1,3,1617.7,4.88,0.0046604,1.22,0.379,2.885
WASP-79 b,WASP-79,1.39,0.85,0.85,0.0519,0.0,1,1,3.662392,0.85,0.00081175,1.39,0.0,0.0519
WASP-121 b,WASP-121,1.358,1.157,1.157,0.02596,0.0,1,1,1.27492504,1.157,0.001104935,1.358,0.0,0.02596
WASP-77 A b,WASP-77 A,0.903,1.667,1.667,0.02335,0.0074,2,1,1.36002854,1.667,0.001591985,0.903,0.0074,0.02335
Kepler-733 b,Kepler-733,0.9,0.0263,,0.1483,0.0,1,1,20.83424726,0.0263,2.51165e-05,0.9,0.0,0.1483
Kepler-1218 b,Kepler-1218,1.06,0.00839,,0.15698,0.0,1,1,22.9221266,0.00839,8.01245e-06,1.06,0.0,0.15698
Kepler-1222 b,Kepler-1222,0.84,0.00131,,0.02801,0.0,1,1,1.916944254,0.00131,1.25105e-06,0.84,0.0,0.02801
Kepler-928 b,Kepler-928,0.73,0.00993,,0.0444,0.0,1,1,3.932461302,0.00993,9.483149999999999e-06,0.73,0.0,0.0444
HAT-P-52 b,HAT-P-52,0.887,0.818,0.818,0.03694,0.047,1,1,2.7535953,0.818,0.00078119,0.887,0.047,0.03694
TOI-700 c,TOI-700,0.415,0.0229,,0.0929,0.068,1,4,16.051137,0.0229,2.18695e-05,0.415,0.068,0.0929
HD 176986 c,HD 176986,0.789,0.02888337,,0.11878,0.111,1,2,16.8191,0.02888337,2.7583618349999998e-05,0.789,0.111,0.11878
GJ 15 A b,GJ 15 A,0.38,0.0095334,,0.072,0.094,2,2,11.4407,0.0095334,9.104396999999999e-06,0.38,0.094,0.072
HD 143361 b,HD 143361,0.968,4.35,4.35,1.988,0.197,1,1,1039.15,4.35,0.00415425,0.968,0.197,1.988
TOI-2373 b,TOI-2373,1.041,9.3,9.3,0.112,0.112,1,1,13.33668,9.3,0.0088815,1.041,0.112,0.112
GJ 581 b,GJ 581,0.295,0.06450021,0.0645002131606191,0.0399,0.0342,1,3,5.3686,0.06450021,6.159770055000001e-05,0.295,0.0342,0.0399
WASP-160 B b,WASP-160 B,0.87,0.278,0.278,0.0452,0.0,2,1,3.7684952,0.278,0.00026549,0.87,0.0,0.0452
WASP-61 b,WASP-61,1.82,2.68,2.68,0.0521,0.0,1,1,3.8559,2.68,0.0025594000000000003,1.82,0.0,0.0521
GJ 3293 c,GJ 3293,0.42,0.06635623,,0.36175,0.11,1,4,122.6196,0.06635623,6.337019965000001e-05,0.42,0.11,0.36175
GJ 876 c,GJ 876,0.32,0.7142,0.7142,0.12959,0.25591,1,4,30.0881,0.7142,0.000682061,0.32,0.25591,0.12959
TOI-1408 b,TOI-1408,1.312,1.86578665,1.86578665386571,0.05778,0.0023,1,2,4.42587,1.86578665,0.00178182625075,1.312,0.0023,0.05778
HD 16417 b,HD 16417,1.2,0.0696,,0.14,0.2,2,1,17.24,0.0696,6.6468e-05,1.2,0.2,0.14
TOI-2421 b,TOI-2421,1.131,0.333,0.333,0.0543,0.0,1,1,4.3474032,0.333,0.000318015,1.131,0.0,0.0543
Kepler-789 b,Kepler-789,1.01,0.0162,,0.0951,0.0,1,1,8.63847725,0.0162,1.5470999999999998e-05,1.01,0.0,0.0951
Kepler-48 e,Kepler-48,0.88,2.067,2.067,1.898274748,0.003142,1,5,982.0,2.067,0.001973985,0.88,0.003142,1.898274748
Kepler-1800 b,Kepler-1800,1.33,0.00302,,0.05098,0.0,1,1,4.562029839,0.00302,2.8841e-06,1.33,0.0,0.05098
Kepler-591 b,Kepler-591,0.97,0.0359,,0.3554,0.0,1,1,81.1694299,0.0359,3.42845e-05,0.97,0.0,0.3554
TIC 172900988 b,TIC 172900988 Aa,1.2384,2.96386345,2.96386345352698,0.90281,0.0271,2,1,200.452,2.96386345,0.00283048959475,1.2384,0.0271,0.90281
Kepler-401 b,Kepler-401,1.173,0.0112,,0.122,0.0,1,3,14.383035,0.0112,1.0696e-05,1.173,0.0,0.122
HD 114082 b,HD 114082,1.47,8.0,8.0,0.5109,0.395,1,1,109.75,8.0,0.00764,1.47,0.395,0.5109
HD 110113 b,HD 110113,0.997,0.01431583,0.0143158292168769,0.035,0.093,1,2,2.541,0.01431583,1.367161765e-05,0.997,0.093,0.035
TOI-238 b,TOI-238,0.788,0.0106976,0.0106975963290783,0.0212,0.18,1,2,1.273114,0.0106976,1.0216208e-05,0.788,0.18,0.0212
MASCARA-4 b,MASCARA-4,1.75,3.1,3.1,0.047,0.0,2,1,2.82406,3.1,0.0029605,1.75,0.0,0.047
TOI-1062 b,TOI-1062,0.94,0.03193547,0.0319354713941602,0.052,0.177,1,2,4.11296,0.03193547,3.049837385e-05,0.94,0.177,0.052
TOI-431 d,TOI-431,0.78,0.03114888,0.0311488834287868,0.098,0.0,1,3,12.46103,0.03114888,2.97471804e-05,0.78,0.0,0.098
LHS 1140 b,LHS 1140,0.1844,0.01761957,0.0176195704243642,0.0946,0.043,1,2,24.73723,0.01761957,1.682668935e-05,0.1844,0.043,0.0946
TOI-5126 c,TOI-5126,1.24,0.0447,,0.1439,0.0,1,2,17.8999,0.0447,4.2688499999999996e-05,1.24,0.0,0.1439
HD 169830 c,HD 169830,1.17,7.669,7.669,3.075,0.246,1,2,1818.82339,7.669,0.0073238949999999995,1.17,0.246,3.075
HD 167677 b,HD 167677,0.96,2.85,2.85,2.877,0.182,1,1,1820.0,2.85,0.00272175,0.96,0.182,2.877
HATS-74 A b,HATS-74 A,0.601,1.46,1.46,0.02384,0.044,2,1,1.73185606,1.46,0.0013943,0.601,0.044,0.02384
Kepler-179 c,Kepler-179,0.893,0.0147,,0.064,0.0,1,2,6.40013,0.0147,1.40385e-05,0.893,0.0,0.064
Kepler-1270 b,Kepler-1270,1.28,0.0346,,0.07045,0.0,1,1,6.03356196,0.0346,3.3043e-05,1.28,0.0,0.07045
Kepler-1816 b,Kepler-1816,0.786,0.0143,,0.35647,0.0,1,1,91.50099945,0.0143,1.36565e-05,0.786,0.0,0.35647
Kepler-182 b,Kepler-182,1.114,0.0226,,0.096,0.0,1,2,9.825792,0.0226,2.1583e-05,1.114,0.0,0.096
WASP-4 b,WASP-4,0.864,1.186,1.186,0.0226,0.0,1,1,1.338231466,1.186,0.00113263,0.864,0.0,0.0226
HD 1605 c,HD 1605,1.33,3.62,,3.584,0.099,1,2,2149.0,3.62,0.0034571000000000003,1.33,0.099,3.584
Kepler-396 b,Kepler-396,0.85,0.238,0.238,0.24067,0.0,1,2,42.994,0.238,0.00022729,0.85,0.0,0.24067
Kepler-148 d,Kepler-148,0.86,0.177,,0.2607,0.0,1,3,51.84688575,0.177,0.000169035,0.86,0.0,0.2607
HD 134606 c,HD 134606,1.046,0.03558524,,0.3007,0.055,1,5,58.883,0.03558524,3.39839042e-05,1.046,0.055,0.3007
HD 9174 b,HD 9174,1.03,1.11,,2.2,0.12,1,1,1179.0,1.11,0.00106005,1.03,0.12,2.2
HD 32518 b,HD 32518,1.13,2.849,,0.594,0.028,1,1,157.35,2.849,0.0027207950000000002,1.13,0.028,0.594
HD 136352 c,HD 136352,0.87,0.03536499,0.0353649949231882,0.1721,0.0,1,3,27.59221,0.03536499,3.377356545e-05,0.87,0.0,0.1721
Qatar-8 b,Qatar-8,1.029,0.371,0.371,0.0474,0.0,1,1,3.71495,0.371,0.000354305,1.029,0.0,0.0474
TOI-201 b,TOI-201,1.316,0.42,0.42,0.3,0.28,1,1,52.97818,0.42,0.0004011,1.316,0.28,0.3
Kepler-1207 b,Kepler-1207,1.06,0.0102,,0.1156,0.0,1,1,13.68237119,0.0102,9.741e-06,1.06,0.0,0.1156
HD 165155 b,HD 165155,1.02,2.89,,1.13,0.2,1,1,434.5,2.89,0.00275995,1.02,0.2,1.13
HAT-P-24 b,HAT-P-24,1.191,0.75,0.75,0.04651,0.07,2,1,3.35524,0.75,0.00071625,1.191,0.07,0.04651
Kepler-52 c,Kepler-52,0.54,0.14284437,0.14284437451181,0.10379,0.012,1,3,16.3850021,0.14284437,0.00013641637335,0.54,0.012,0.10379
Kepler-279 c,Kepler-279,1.1,0.155,0.155,0.2236,0.0,1,4,35.736,0.155,0.000148025,1.1,0.0,0.2236
HAT-P-39 b,HAT-P-39,1.404,0.599,0.599,0.0509,0.0,2,1,3.54387,0.599,0.000572045,1.404,0.0,0.0509
HATS-8 b,HATS-8,1.056,0.138,0.138,0.04667,0.376,1,1,3.583893,0.138,0.00013179,1.056,0.376,0.04667
HD 180617 b,HD 180617,0.484,0.03842935,,0.343,0.101,2,1,105.911,0.03842935,3.670002925e-05,0.484,0.101,0.343
LTT 3780 c,LTT 3780,0.381,0.02529667,0.0252966689664087,0.0757,0.024,2,2,12.252284,0.02529667,2.415831985e-05,0.381,0.024,0.0757
HAT-P-67 b,HAT-P-67,1.642,0.34,0.34,0.06505,0.0,2,1,4.8101025,0.34,0.00032470000000000003,1.642,0.0,0.06505
Kepler-289 e,Kepler-289,1.061,0.05474652,0.0547465223899889,0.9342,0.0,1,4,330.0716,0.05474652,5.22829266e-05,1.061,0.0,0.9342
Kepler-32 d,Kepler-32,0.58,0.12556744,0.125567441805162,0.13,0.0,1,5,22.7802,0.12556744,0.00011991690520000001,0.58,0.0,0.13
K2-222 b,K2-222,0.950497,0.02737326,0.0273732611949944,0.1206,0.16,1,1,15.38857,0.02737326,2.61414633e-05,0.950497,0.16,0.1206
HD 219134 h,HD 219134,0.794,0.34,,3.11,0.06,1,6,2247.0,0.34,0.00032470000000000003,0.794,0.06,3.11
Kepler-1064 b,Kepler-1064,0.85,0.00951,,0.1183,0.0,1,1,16.54080322,0.00951,9.082049999999999e-06,0.85,0.0,0.1183
Kepler-1078 b,Kepler-1078,0.94,0.0134,,0.0388,0.0,1,1,3.00725242,0.0134,1.2797000000000001e-05,0.94,0.0,0.0388
Kepler-170 b,Kepler-170,1.066,0.26,0.26,0.08,0.0,1,2,7.930592,0.26,0.0002483,1.066,0.0,0.08
Kepler-172 d,Kepler-172,1.081,0.0179,,0.118,0.0,1,4,14.627119,0.0179,1.70945e-05,1.081,0.0,0.118
Kepler-1731 b,Kepler-1731,0.781,0.0281,,0.1399,0.0,1,1,21.76129913,0.0281,2.68355e-05,0.781,0.0,0.1399
Kepler-1089 b,Kepler-1089,0.52,0.0126,,0.0497,0.0,1,1,5.132485618,0.0126,1.2033e-05,0.52,0.0,0.0497
HD 118203 c,HD 118203,1.353,11.1,11.1,6.2,0.257,1,2,5070.0,11.1,0.0106005,1.353,0.257,6.2
HD 63433 d,HD 63433,1.001,0.00394,,0.0503,0.16,1,3,4.209075,0.00394,3.7627e-06,1.001,0.16,0.0503
K2-115 b,K2-115,0.95,1.01,1.01,0.1415,0.063,1,1,20.2729914,1.01,0.00096455,0.95,0.063,0.1415
Kepler-1990 c,Kepler-1990,1.028,0.00284,,0.0504,0.0,1,2,4.06844957,0.00284,2.7122e-06,1.028,0.0,0.0504
Kepler-1991 c,Kepler-1991,0.914,0.0224,,0.1528,0.0,1,2,22.79020351,0.0224,2.1392e-05,0.914,0.0,0.1528
Kepler-1992 b,Kepler-1992,0.874,0.00218,,0.1169,0.0,1,1,15.6112238,0.00218,2.0819e-06,0.874,0.0,0.1169
Kepler-1409 b,Kepler-1409,0.83,0.00352,,0.01553,0.0,1,1,0.764864926,0.00352,3.3616e-06,0.83,0.0,0.01553
Kepler-1485 b,Kepler-1485,1.11,0.00869,,0.14732,0.0,1,1,19.9157725,0.00869,8.29895e-06,1.11,0.0,0.14732
Kepler-1541 b,Kepler-1541,0.86,0.00521,,0.07555,0.0,1,1,8.40691199,0.00521,4.97555e-06,0.86,0.0,0.07555
K2-181 b,K2-181,1.043879,0.0265,,0.0714,0.4,1,1,6.893813,0.0265,2.53075e-05,1.043879,0.4,0.0714
K2-182 b,K2-182,0.865,0.066,0.066,0.05174,0.071,1,1,4.7369696,0.066,6.303e-05,0.865,0.071,0.05174
HAT-P-23 b,HAT-P-23,1.13,2.09,2.09,0.0232,0.106,1,1,1.212884,2.09,0.00199595,1.13,0.106,0.0232
WASP-38 b,WASP-38,1.76,3.44,3.44,0.07522,0.03,1,1,6.87188,3.44,0.0032852,1.76,0.03,0.07522
WASP-41 b,WASP-41,0.81,0.85,0.85,0.04022,0.0,1,2,3.0524,0.85,0.00081175,0.81,0.0,0.04022
HATS-49 b,HATS-49,0.7133,0.353,0.353,0.04515,0.071,1,1,4.1480467,0.353,0.000337115,0.7133,0.071,0.04515
HD 75898 b,HD 75898,1.295,2.55,,1.2025,0.105,1,2,422.82,2.55,0.00243525,1.295,0.105,1.2025
HATS-4 b,HATS-4,1.001,1.323,1.323,0.0362,0.013,1,1,2.516729,1.323,0.001263465,1.001,0.013,0.0362
WASP-60 b,WASP-60,1.19,0.55,0.55,0.05548,0.0,1,1,4.305,0.55,0.00052525,1.19,0.0,0.05548
HD 136352 d,HD 136352,0.87,0.02775082,0.0277508234183737,0.425,0.0,1,3,107.245,0.02775082,2.65020331e-05,0.87,0.0,0.425
Kepler-595 c,Kepler-595,0.93,0.01038291,0.0103829091023503,0.0983,0.0,1,2,12.38602,0.01038291,9.91567905e-06,0.93,0.0,0.0983
Kepler-79 c,Kepler-79,1.165,0.019,0.019,0.187,0.03,1,4,27.4029,0.019,1.8145e-05,1.165,0.03,0.187
